 Horizontal Dilution of Precision, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Engine Load(%),Engine RPM(rpm),label
3.8804731,1.99,0.51,9.82,0.03,0.03,0.23,0.05,0.9,32.16,648.5,good
3.8804731,1.91,0.14,9.56,0.03,0,0.25,0.06,0.87,32.16,664.5,good
3.8804731,2.57,0.39,9.43,0.03,0,0.25,0.06,0.87,32.16,635,good
3.8804731,2.67,0.38,9.95,0.04,0.01,0.21,0.02,0.89,32.55,635,good
3.8804731,2.27,0.15,9.6,0.04,0,0.24,0.02,0.87,34.51,562.5,good
3.8012874,2.12,0.27,9.79,0.04,0.03,0.23,0.03,0.9,40,562.5,good
3.8012874,2.15,0.11,9.85,0.05,0.03,0.24,0.03,0.91,45.1,503.5,good
3.8012874,1.93,0.14,9.91,0.03,0,0.29,0.04,0.86,48.24,503.5,good
3.8012874,1.92,-0.06,9.45,0.03,0,0.29,0.04,0.86,54.12,457,good
3.8012874,2.71,0.77,9.29,0.01,0,0.33,0.11,0.84,55.69,457,good
3.8012874,2.28,0.68,9.46,0.02,0.02,0.35,0.06,0.86,56.86,474.5,good
3.8012874,2.32,0.23,9.87,0.03,-0.03,0.23,0.01,0.84,54.12,630.5,good
3.8012874,1.88,0.36,10.06,0.04,0.07,0.29,0.03,0.93,51.37,630.5,good
3.8012874,2.41,0.3,9.72,0.03,0.02,0.29,0.07,0.87,47.84,812.5,good
3.813255,2.97,0.68,9.48,0.02,-0.03,0.26,0.08,0.83,46.27,812.5,good
3.813255,2.89,0.46,9.54,0.02,-0.03,0.26,0.08,0.83,45.1,939.5,good
3.813255,2.99,0.28,9.91,0.07,0.04,0.3,0.05,0.9,47.84,957.5,good
3.813255,2.75,0.62,9.36,0.04,0.06,0.29,0.07,0.92,54.12,957.5,good
3.813255,2.98,0.56,9.5,0.04,0.06,0.29,0.07,0.92,58.43,967.5,good
3.813255,2.91,0.48,9.68,0.04,0.02,0.29,0.05,0.88,61.18,1038,good
3.813255,3.29,0.3,9.98,0.04,0,0.28,0.07,0.86,63.53,1038,good
3.813255,2.8,1.06,9.57,0.05,0.08,0.35,0.04,0.92,65.1,1135,good
3.9000366,3.25,0.54,8.71,-0.03,0.01,0.29,0.03,0.86,69.02,1135,good
3.9000366,3.79,0.67,10.15,0.01,-0.04,0.38,0.07,0.78,69.8,1139,good
3.9000366,3.75,0.21,9.12,0.03,0.06,0.39,-0.02,0.88,70.59,1016,good
3.9000366,3.76,0.84,9.79,0.09,0.01,0.34,0.12,0.84,71.37,1016,good
3.9000366,3.77,0.71,9.67,0.07,0.01,0.34,0.12,0.84,73.33,865.5,good
3.9000366,2.73,0.87,8.71,0.05,0.03,0.35,0.11,0.86,72.94,865.5,good
3.9000366,2.94,1.19,9.94,0.04,-0.11,0.24,0.06,0.75,74.12,800.5,good
3.9000366,3.19,0.73,9.43,0.05,-0.08,0.27,0.03,0.78,77.25,800.5,good
3.9000366,2.7,1.13,9.46,0.04,0.02,0.31,0.04,0.87,77.25,895.5,good
3.876731,3.08,1.66,8.54,0.04,-0.01,0.23,0.13,0.85,78.04,977,good
3.876731,2.83,1.09,9.17,0.04,0.07,0.3,0.14,0.91,78.43,977,good
3.876731,3.01,1.66,8.93,0.03,-0.14,0.29,0.13,0.69,82.75,1028.5,good
3.876731,3.59,0.51,9.78,0.03,-0.14,0.29,0.13,0.69,85.49,1028.5,good
3.876731,3.84,1.17,9.76,0.1,-0.03,0.3,0.14,0.81,87.45,1128,good
3.876731,3.44,1.07,9.34,0.04,0.04,0.37,0.09,0.86,90.59,1128,good
3.876731,2.8,1.81,9.83,0.04,0.04,0.3,0.16,0.88,90.98,1175,good
3.876731,3.01,1.6,8.85,-0.01,0.04,0.35,0.15,0.87,91.76,1291.5,good
3.8748937,3.21,1.66,9.31,0.02,0.08,0.29,0.26,0.91,91.76,1291.5,good
3.8748937,3.14,2.28,10.17,0.04,0.07,0.33,0.24,0.89,92.94,1401.5,good
3.8748937,2.64,1.48,8.69,0.05,0.07,0.33,0.24,0.89,93.33,1401.5,good
3.8748937,2.73,2.01,8.71,0,-0.05,0.28,0.26,0.77,93.73,1517,good
3.8748937,3.77,2.32,9.19,0.01,0,0.39,0.12,0.81,93.73,1600.5,good
3.8748937,4.55,1.08,9.48,0.03,0,0.39,0.12,0.81,93.73,1600.5,good
3.8748937,3.66,1.4,8.88,0.07,0.08,0.36,0.16,0.9,93.73,1697.5,good
3.8748937,3.39,1.57,9.53,0.05,0.05,0.39,0.13,0.87,93.33,1697.5,good
3.8092756,2.78,0.78,8.29,0.04,0,0.39,0.15,0.81,93.33,1828.5,good
3.8092756,3.96,1.22,9.4,0.04,-0.03,0.38,-0.01,0.79,92.94,1917.5,good
3.8092756,3.65,1.19,10.02,0.04,-0.03,0.36,0.17,0.79,92.94,1917.5,good
3.8092756,3.29,2.4,10.9,0.05,-0.12,0.37,-0.02,0.7,92.16,1978,good
3.8092756,4.15,0.52,8.99,0.03,-0.12,0.37,-0.02,0.7,91.76,1978,good
3.8092756,3.33,-0.01,8.61,0.04,-0.04,0.34,0.18,0.77,92.16,2128.5,good
3.8092756,4.08,1.37,8.39,0.03,-0.18,0.41,0.02,0.61,91.76,2128.5,good
3.8092756,4.7,-0.2,10.03,0.15,-0.02,0.43,0.02,0.77,92.55,2249.5,good
3.8092756,4.03,0.51,8.11,-0.06,-0.13,0.35,0.03,0.7,89.8,2336,good
3.9057515,3.54,0.23,8.66,0.04,0.12,0.36,0.1,0.95,77.25,2336,good
3.9057515,3.94,-0.59,9.66,0.08,0.12,0.36,0.1,0.95,64.71,2389,good
3.9057515,3.17,-1.41,9.7,0.05,-0.02,0.39,-0.02,0.8,34.12,2389,good
3.9057515,2.41,-0.68,10.8,0.06,-0.01,0.21,0.02,0.87,21.18,2365,good
3.9057515,2.3,-1.36,9.48,0.06,0.19,0.26,-0.17,1.05,22.75,2365,good
3.9057515,1.28,-0.01,9.64,0,0.1,0.19,0.06,0.98,23.92,2218.5,good
3.9057515,1.75,-0.51,10.87,0,0.06,0.24,-0.04,0.93,25.1,1851,good
3.9057515,1.86,-1.31,10.75,0.01,-0.04,0.27,-0.1,0.82,22.35,1851,good
3.9057515,2.31,-0.8,10.54,0.12,0.03,0.18,0.14,0.9,20.39,1589,good
3.9020767,2.36,0.5,11.85,0.1,0.03,0.18,0.14,0.9,20,1589,good
3.9020767,1.95,-0.7,9.59,0.1,0.04,0.31,-0.02,0.89,20,1384,good
3.9020767,1.96,0.35,9.17,-0.02,-0.08,0.18,0.1,0.8,20,1273,good
3.9020767,2.11,-0.39,10.53,0.11,-0.08,0.18,0.1,0.8,20,1273,good
3.9020767,1.39,0.43,7.43,0.03,0.06,0.3,-0.04,0.91,20,1146.5,good
3.9020767,1.51,-0.46,9.13,0.02,-0.11,0.12,0.05,0.78,20.39,1146.5,good
3.9020767,2.13,-0.15,10.37,0.1,0.06,0.22,-0.06,0.94,21.18,1060,good
3.9020767,1.16,0.27,9.86,0.06,0.05,0.21,-0.05,0.93,28.63,1060,good
3.8756597,1.64,0.74,9.49,0.06,0.05,0.21,-0.05,0.93,46.67,1087,good
3.8756597,3.44,0.8,8.56,-0.04,-0.02,0.2,0.04,0.86,67.06,1087,good
3.8756597,2.38,1.12,9.85,0.06,0.16,0.25,0.1,1.03,69.8,1738,good
3.8756597,2.34,1.13,9.48,0.05,0.08,0.23,0.08,0.96,73.73,1634,good
3.8756597,3.15,0.4,10.51,0.14,0.01,0.27,0,0.88,76.86,1634,good
3.8756597,3.35,0.67,10.36,0.06,0.01,0.24,0.15,0.87,80.39,1654.5,good
3.8756597,1.95,1.12,8.68,0.03,0.01,0.24,0.17,0.87,80.78,1654.5,good
3.8756597,2.56,1.32,10.98,0.18,0.11,0.25,0.15,0.97,80.78,1661.5,good
3.8756597,1.74,2.24,9.88,0.07,0.11,0.25,0.15,0.97,81.18,1699.5,good
3.9106333,1.88,2.11,9.41,0.04,0,0.14,0.32,0.84,81.18,1699.5,good
3.9106333,1.77,2.08,8.04,0.04,0,0.14,0.32,0.84,81.18,1733,good
3.9106333,1.99,2.1,8.61,0.03,-0.15,0.18,0.25,0.7,82.35,1733,good
3.9106333,1.58,2.42,8.38,0.03,0.04,0.16,0.28,0.89,82.75,1761.5,good
3.9106333,2.69,1.79,8.57,0.02,-0.01,0.15,0.17,0.87,83.14,1813,good
3.9106333,2.44,1.41,7.77,-0.02,-0.05,0.2,0.26,0.8,83.92,1813,good
3.9106333,2.04,1.09,9.22,-0.03,-0.05,0.2,0.36,0.85,83.92,1825,good
3.9106333,2.36,1,10.43,-0.01,0.03,0.15,0.36,0.85,85.1,1825,good
3.9106333,2.58,1.67,11.09,0.19,0.08,0.37,0.05,0.92,85.49,1913,good
3.9545093,2.31,2.63,11.53,0.13,0.04,0.3,0.08,0.89,87.84,1913,good
3.9545093,3.55,1.03,8.24,0.1,0.26,0.39,0.21,1.08,90.59,1959.5,good
3.9545093,2.72,0.09,7.55,-0.16,-0.04,0.3,0.15,0.8,92.16,1981,good
3.9545093,3.58,0.11,7.76,0.02,0,0.29,0.13,0.84,92.55,1981,good
3.9545093,3.53,1.85,10.9,0.04,-0.05,0.21,0.2,0.81,92.16,2004,good
3.9545093,2.9,1.88,9.57,0.06,0.03,0.29,0.18,0.87,92.55,2062,good
3.9545093,3.59,0.87,9.7,0.03,0.03,0.24,0.13,0.89,92.16,2062,good
3.9545093,3.34,-0.29,7.87,0,-0.06,0.27,0.1,0.79,91.76,2082,good
3.889592,3.03,1.18,9.7,0.06,-0.13,0.25,0.05,0.73,91.37,2082,good
3.889592,2.77,0.82,10.95,0.06,-0.13,0.25,0.05,0.73,79.61,2135.5,good
3.889592,1.99,1.41,10.06,0.04,0.01,0.34,-0.01,0.85,56.47,2135.5,good
3.889592,2.47,-1.23,12.25,0.06,0.05,0.28,0,0.91,30.59,2172.5,good
3.889592,0.94,0.65,7.65,-0.19,0.15,0.13,0.18,1.02,24.71,2164,good
3.889592,1.36,-0.86,6.9,-0.03,-0.05,0.22,0,0.83,23.53,2164,good
3.889592,1.87,-0.37,12.25,0.03,0.37,0.23,0.14,1.25,21.96,2165,good
3.889592,1.2,0.01,7.19,-0.24,0.41,0.26,0.05,1.29,28.24,2169.5,good
3.8872092,-0.35,2.73,7.9,0.07,0.16,0.18,0.15,1.03,34.9,2169.5,good
3.8872092,0.72,3.28,9.75,0.06,0.16,0.18,0.15,1.03,36.47,2149,good
3.8872092,3.14,-1.17,9.18,0.01,0.15,0.23,-0.04,1.03,36.47,2149,good
3.8872092,1.45,0.86,10.35,0.02,0.03,0.28,-0.03,0.89,30.98,2141,good
3.8872092,1.44,0.77,7.94,0.03,0.03,0.28,-0.03,0.89,25.49,2163.5,good
3.8872092,2.02,-0.49,8.13,-0.13,0.1,0.17,0.07,0.99,19.61,2163.5,good
3.8872092,0.36,-0.57,3.42,-0.04,0.11,0.17,0.05,1,17.65,2136,good
3.8872092,2.78,-1.75,7.77,0.01,0.17,0.09,0.03,1.06,17.25,2136,good
3.8872092,0.9,0.78,8.43,0.02,0.17,0.09,0.03,1.06,16.86,2172.5,good
3.9058433,1.83,-0.23,11.25,0.2,0.22,0.25,-0.13,1.09,16.47,2172.5,good
3.9058433,1.39,0.13,10.72,0.17,0.29,0.18,0.16,1.16,16.47,2140,good
3.9058433,1.21,-0.23,9.94,0.11,-0.09,0.22,0.03,0.78,17.25,2140,good
3.9058433,1.23,-0.66,10.36,0.08,-0.06,0.07,0.02,0.84,18.82,2087,good
3.9058433,0.48,-1.08,10.29,0.03,0.03,0.08,-0.06,0.92,20.39,2087,good
3.9058433,-0.58,0.51,11.75,0.08,0.03,0.08,-0.06,0.92,20.78,2052.5,good
3.9058433,-0.19,-0.79,9.77,0.02,0.2,0.05,-0.18,1.09,21.57,1989.5,good
3.9058433,0.36,0.27,11.08,0.09,0.02,-0.06,-0.18,0.9,21.96,1989.5,good
3.9058433,0.43,-1.7,11.06,0.06,0,-0.02,-0.27,0.86,22.35,1863.5,good
3.9325933,0.02,-1.25,10.66,0.11,0.06,-0.15,-0.05,0.95,21.96,1863.5,good
3.9325933,0.03,-2.68,8.85,0.11,0.15,-0.11,-0.1,1.04,21.96,1786,good
3.9325933,-0.58,-1.32,11.27,0.13,0.33,-0.04,-0.05,1.23,21.96,1697.5,good
3.9325933,0.19,-1.55,9.06,0.09,0.04,-0.04,-0.09,0.93,21.57,1697.5,good
3.9325933,0.01,0.05,9.85,0.04,0.08,-0.06,0.01,0.98,21.18,1601,good
3.9325933,1.2,-0.99,9.42,0.04,0.06,0.07,-0.02,0.96,20.78,1601,good
3.9325933,1.36,-0.25,9.05,0.04,0.06,0.07,-0.02,0.96,20.78,1552.5,good
3.9325933,1.55,-0.2,10.35,0.07,-0.05,0.08,0,0.84,20.78,1549,good
3.9239519,1.73,-1.05,9.78,0.08,0.25,0.27,-0.06,1.12,20.39,1549,good
3.9239519,1.62,-0.27,9.48,0.08,0.14,0.13,0.1,1.03,20,1535.5,good
3.9239519,2.14,-1.22,9.81,0.05,0.14,0.13,0.1,1.03,20,1535.5,good
3.9239519,2.22,-0.24,9.49,0.04,-0.15,0.14,0.02,0.74,19.61,1510,good
3.9239519,1.94,0.14,9.62,0.03,-0.02,0.18,-0.14,0.85,18.82,1510,good
3.9239519,1.26,0.18,9.08,-0.05,-0.06,0.12,0.02,0.83,18.82,1494,good
3.9239519,1.21,0.27,9.74,0.03,-0.06,0.12,0.02,0.83,18.43,1486,good
3.9239519,1.76,0.1,10.33,0.04,0.12,0.23,-0.03,1,18.43,1486,good
3.9239519,1.12,0.71,10.32,0.08,0.04,0.14,0.1,0.93,18.43,1478,good
3.8503177,2.31,0.03,9.88,0.06,0.09,0.25,-0.06,0.96,18.43,1478,good
3.8503177,2.28,-0.11,10.08,0.04,-0.05,0.12,0.07,0.84,17.25,1486.5,good
3.8503177,2.08,0.1,10.1,0.04,-0.02,0.21,-0.09,0.86,17.25,1411,good
3.8503177,1.45,1.01,9.38,0.03,0.08,0.14,0.1,0.97,16.86,1411,good
3.8503177,1.55,0.53,9.49,0.04,0.1,0.23,0.02,0.98,16.47,1468.5,good
3.8503177,2.47,0.04,9.68,0.05,0.1,0.23,0.02,0.98,16.47,1468.5,good
3.8503177,0.53,0.52,9.03,0.08,0.02,0.2,0.04,0.9,16.47,1446,good
3.8503177,1.35,1.01,9.7,0.02,0.02,0.2,0.04,0.9,16.47,1414,good
3.868543,1.25,-0.02,9.21,0.01,0.02,0.21,-0.05,0.9,16.47,1414,good
3.868543,0.9,0.86,9.8,0.03,0.08,0.13,0.08,0.97,16.86,1408.5,good
3.868543,1.98,-0.82,9.95,0.02,0.07,0.17,0.06,0.96,17.25,1408.5,good
3.868543,1.54,1.22,11.66,0.05,0.19,0.2,0.15,1.07,17.25,1407.5,good
3.868543,1.18,0.66,9.59,0.01,-0.05,0.2,0.07,0.82,17.65,1407.5,good
3.868543,2.22,-0.67,11.66,0.02,0.23,0.27,-0.03,1.1,17.65,1409.5,good
3.868543,2.29,0.01,11.51,0.06,0.23,0.27,-0.03,1.1,17.65,1403,good
3.868543,0.89,0.02,7.86,0.03,-0.08,0.19,-0.04,0.79,17.65,1403,good
3.868543,2.2,-0.59,9.87,0.05,0.04,0.1,0.18,0.92,18.04,1389,good
3.8518105,1.88,0.01,9.93,0.04,0.01,0.18,0.08,0.9,18.04,1389,good
3.8518105,1.27,0.38,10.03,0.04,0.04,0.18,0.04,0.92,18.04,1359.5,good
3.8518105,2.07,0.1,11.02,0.16,0.11,0.15,0.08,1,18.43,1359.5,good
3.8518105,1.71,1.4,10.16,0.14,0.11,0.15,0.08,1,18.04,1362.5,good
3.8518105,-0.35,0.87,8.21,0.09,0.14,0.11,0.23,1.01,18.04,1359.5,good
3.8518105,0.14,0.72,10,0.04,0.1,0.08,-0.03,1,18.04,1359.5,good
3.8518105,1.91,0.27,10.52,0.11,-0.05,-0.01,-0.23,0.82,18.43,1299.5,good
3.8518105,0.33,0.57,9.77,0.01,-0.33,0.14,-0.03,0.56,18.43,1299.5,good
3.8518105,0.86,1.45,10.32,0.03,0.05,0.07,0.12,0.94,18.82,1293.5,good
3.8660836,0.74,0.17,9.73,0.01,-0.12,0.11,-0.02,0.78,18.43,1293.5,good
3.8660836,1.17,-0.13,9.87,0.03,0.12,0.14,0.09,1.01,18.43,1300.5,good
3.8660836,1.86,1.01,10.4,0.05,0.12,0.14,0.09,1.01,18.82,1302,good
3.8660836,1.76,1.05,10.01,0.06,0.07,0.14,0.02,0.96,18.04,1302,good
3.8660836,1.34,1.32,9.46,0.01,-0.06,0.16,0.04,0.82,18.04,1265.5,good
3.8660836,2.03,0.11,9.28,0.03,-0.03,0.1,0.09,0.86,27.45,1265.5,good
3.8660836,2.33,1.46,9.93,0.07,0.05,0.18,0.12,0.92,51.37,1297.5,good
3.8660836,1.85,1.9,7.91,0.01,0.02,0.15,0.13,0.9,59.61,1297.5,good
3.8775485,2.11,0.75,9.77,0.01,-0.09,0.24,-0.04,0.77,62.35,1233,good
3.8775485,2.14,-0.12,11.24,0.03,-0.09,0.24,-0.04,0.77,64.31,1233,good
3.8775485,2.22,0.87,8.44,-0.09,0.28,0.31,0.31,1.1,65.88,1310.5,good
3.8775485,3.15,-1.06,9.58,0.11,-0.03,0.24,0.13,0.83,67.45,1358.5,good
3.8775485,1.73,0.73,10.53,0.07,-0.05,0.22,0.21,0.8,68.24,1358.5,good
3.8775485,2.68,0.89,9.53,0.05,-0.04,0.32,0.26,0.77,68.63,1368,good
3.8775485,1.57,1.23,8.89,0.01,0,0.23,0.31,0.82,69.41,1368,good
3.8775485,2.49,0.73,8.88,0.02,0,0.23,0.31,0.82,69.02,1374.5,good
3.8775485,2.85,1.21,10.02,0.09,0.09,0.29,0,0.95,69.41,1374.5,good
3.8626797,2.95,0.67,10.23,0.01,-0.1,0.35,0.06,0.73,69.8,1422,good
3.8626797,2.57,1.45,8.77,0.03,0.1,0.29,0.04,0.96,70.59,1455,good
3.8626797,2.76,2.39,10.08,0.05,-0.05,0.28,0.06,0.8,70.98,1455,good
3.8626797,3.03,1.93,10.33,0.05,0.09,0.23,0.03,0.96,72.55,1489.5,good
3.8626797,2.97,0.59,8.42,0.04,0.15,0.29,0.15,1,72.16,1489.5,good
3.8626797,2.71,1.73,9.17,0.04,0.15,0.29,0.15,1,73.33,1529.5,good
3.8626797,3.52,-0.02,8.92,0.01,-0.1,0.25,0.07,0.76,72.94,1561,good
3.8626797,3.08,1.8,9.84,0.02,-0.09,0.21,0.14,0.77,73.33,1561,good
3.8626797,2.44,0.55,9.79,0.05,0.02,0.38,-0.01,0.84,72.16,1592.5,good
3.8757863,2.4,1.23,11.79,0,-0.15,0.29,0.05,0.7,71.76,1592.5,good
3.8757863,2.74,0.91,8.79,0.04,0.01,0.32,0.17,0.84,71.37,1625.5,good
3.8757863,3.55,0.48,10.97,0.04,-0.17,0.3,0.1,0.67,70.2,1651,good
3.8757863,2.49,0.75,8.38,-0.09,0.05,0.33,0.2,0.88,69.8,1651,good
3.8757863,2.78,0.64,10.41,0.01,0.05,0.33,0.2,0.88,69.41,1667,good
3.8757863,2.49,0.63,9.6,0.01,-0.07,0.29,0.18,0.77,66.67,1667,good
3.8757863,3.05,1.03,9.48,0.04,0.03,0.28,0.07,0.89,63.92,1715.5,good
3.8757863,2.71,1.74,9.57,0.05,0.04,0.26,0.06,0.91,54.51,1715.5,good
3.8757863,2.41,-0.47,8.19,0.06,0.15,0.28,0.02,1.02,32.55,1704,good
3.8720646,2.18,1.13,10.48,0.06,0.15,0.28,0.02,1.02,23.14,1704,good
3.8720646,1.97,0.17,9.23,-0.02,0.11,0.19,0.07,0.99,21.18,1731,good
3.8720646,1.8,0.42,10.97,0.02,-0.09,0.15,0.07,0.8,19.61,1731,good
3.8720646,1.16,0.25,9.77,0.01,0.02,0.2,-0.03,0.9,18.82,1715.5,good
3.8720646,1.84,0.81,9.94,0.05,0.16,0.17,0.09,1.05,18.43,1732.5,good
3.8720646,1.43,0.23,11.24,0.05,0.06,0.09,0.16,0.94,18.43,1732.5,good
3.8720646,1.12,0.67,11.93,0.06,0.07,0.09,0.15,0.95,18.04,1715.5,good
3.8720646,0.71,-0.11,10.23,0.04,0.07,0.09,0.15,0.95,18.43,1715.5,good
3.8720646,0.16,0.54,9.34,0.01,-0.05,0.14,0.08,0.83,19.22,1686.5,good
3.865299,-0.36,0,10.16,0.02,0.02,0.15,0.1,0.91,20,1686.5,good
3.865299,0.2,-0.1,10.37,0.03,0.12,0.05,0.03,1.01,20.39,1651,good
3.865299,0.05,-0.67,8.46,-0.12,0.17,0.05,0.07,1.06,20.78,1617.5,good
3.865299,-0.01,-0.15,11.02,0.06,0.1,0.06,0.05,1,20.78,1617.5,good
3.865299,0.22,-0.54,8.87,0.06,0.13,-0.02,0,1.03,20.78,1546.5,good
3.865299,0.11,-1.09,9.51,-0.01,0.13,-0.02,0,1.03,20,1546.5,good
3.865299,-0.04,-0.18,10.44,0.06,0.19,0.07,-0.06,1.09,19.61,1489.5,good
3.865299,0.43,-0.45,10.01,0.07,0.19,0.07,-0.06,1.09,19.61,1427.5,good
3.8658051,0.43,0.76,9.36,-0.02,0.07,0.04,-0.03,0.97,19.61,1427.5,good
3.8658051,0.82,-0.08,9.02,-0.06,0.14,0.16,0.04,1.03,19.61,1388,good
3.8658051,1.77,0.46,10.53,0.05,-0.12,0.12,0.08,0.76,20,1388,good
3.8658051,1.49,1.48,11.22,0.05,-0.12,0.12,0.08,0.76,20,1371,good
3.8658051,1.09,1.04,8.19,-0.13,-0.15,0.22,-0.06,0.72,20,1371,good
3.8658051,1.8,-0.79,8.34,0.03,-0.01,0.19,0.01,0.87,19.61,1347.5,good
3.8658051,0.69,1.29,10.32,0.04,-0.01,0.19,0.01,0.87,19.61,1331,good
3.8658051,1.09,0.4,8.7,-0.09,-0.06,0.12,0.09,0.82,19.61,1331,good
3.8658051,1.1,0.74,8.53,-0.04,-0.03,0.08,0.09,0.87,19.22,1319.5,good
3.8705122,2.13,-1.53,10.26,0,0.02,0.21,0.2,0.87,18.82,1319.5,good
3.8705122,0.77,1.21,10.6,0.11,0.14,0.19,0.16,1.01,27.45,1258.5,good
3.8705122,3.1,0.76,10.56,0.04,0.05,0.14,0.18,0.92,56.86,1258.5,good
3.8705122,1.84,1.49,11.3,0.08,0.17,0.31,0.06,1.02,62.75,1443.5,good
3.8705122,1.77,1.89,10.1,0.08,-0.2,0.25,0.18,0.64,63.92,1378,good
3.8705122,1.49,1.49,10.09,0.07,-0.2,0.25,0.18,0.64,67.84,1378,good
3.8705122,2.56,2.85,9.48,0.03,-0.12,0.24,0.18,0.73,68.24,1353.5,good
3.8705122,1.86,2.19,10.5,0.04,0.1,0.19,0.18,0.97,69.41,1353.5,good
3.8705122,2.31,2.24,9.01,0.02,0.13,0.19,0.22,0.99,71.37,1368,good
3.8702686,2.83,1.43,10.59,0.01,-0.06,0.21,0.16,0.81,73.73,1368,good
3.8702686,2.24,1.97,9.74,0.01,0.07,0.21,0.2,0.93,74.12,1382.5,good
3.8702686,1.71,1.41,7.15,-0.22,0.07,0.21,0.2,0.93,75.29,1401.5,good
3.8702686,2.03,2.75,11.35,0.03,0.03,0.17,0.32,0.87,75.69,1401.5,good
3.8702686,2.78,2.34,11.38,0.03,-0.1,0.3,0.15,0.74,75.29,1466.5,good
3.8702686,2.67,2.25,11.24,0.02,0.24,0.28,0.23,1.09,76.86,1466.5,good
3.8702686,1.46,1.79,7.42,-0.19,-0.02,0.3,0.13,0.83,77.65,1483,good
3.8702686,2.33,1.79,8.55,-0.02,-0.08,0.21,0.2,0.77,77.65,1483,good
3.8702686,2.82,1.97,9.42,-0.01,-0.08,0.21,0.2,0.77,78.82,1521,good
3.9235299,2.66,2.31,10.83,0.05,0.15,0.24,0.22,1,78.82,1521,good
3.9235299,3.08,2.24,10.32,0.07,0.08,0.3,0.13,0.93,78.82,1556.5,good
3.9235299,3.24,1.33,8.33,0.04,0.05,0.29,0.12,0.9,78.43,1601,good
3.9235299,2.46,1.97,11.53,0.24,0.04,0.34,0.12,0.87,74.51,1601,good
3.9235299,3.27,0.34,9.06,0.04,0.02,0.32,0.03,0.87,68.63,1617.5,good
3.9235299,0.88,2.17,7.48,0.03,-0.27,0.14,0.06,0.62,49.02,1617.5,good
3.9235299,1.34,1.84,9.32,0.04,-0.27,0.14,0.06,0.62,25.88,1632,good
3.9235299,2.03,0.21,11.64,0.06,0.04,0.19,-0.03,0.93,22.35,1632,good
3.9167097,1.64,0.83,7.36,0.02,-0.1,0.07,0.21,0.78,20.39,1647.5,good
3.9167097,0.95,-0.22,9.19,0.03,0.04,0.03,0.11,0.93,19.22,1644,good
3.9167097,1.53,0.39,10.88,0.05,0.21,0.05,-0.01,1.11,18.43,1644,good
3.9167097,1.35,0.87,11.66,0.04,-0.18,0.08,0.02,0.71,19.22,1640.5,good
3.9167097,0.51,0.25,12.97,0.05,0.17,0.26,0.01,1.04,18.82,1632,good
3.9167097,0.93,-0.02,10.88,0.06,0.07,0.1,0.05,0.97,19.22,1632,good
3.9167097,0.21,-0.14,10.46,0.06,0.07,0.1,0.05,0.97,19.61,1598,good
3.9167097,0.2,0.67,9.83,0.07,0.04,0.14,-0.09,0.93,20,1598,good
3.9167097,0.48,-0.73,12.13,0.26,-0.11,0.08,-0.01,0.79,20,1547.5,good
3.888684,0.15,0.15,11.64,0.04,-0.07,0.05,0.04,0.82,20,1547.5,good
3.888684,0.26,0.29,10.25,0.03,0.03,0.03,0.06,0.93,19.61,1486,good
3.888684,0.4,-0.35,9.55,-0.01,-0.05,0.04,-0.08,0.85,19.22,1486,good
3.888684,0.18,-0.41,9.81,0.07,-0.01,0,-0.08,0.88,19.22,1404.5,good
3.888684,-1.19,0.6,9.89,0.07,0.08,-0.03,-0.08,0.98,19.22,1340.5,good
3.888684,-1.37,-0.95,12.67,0.11,0.09,-0.05,-0.02,0.99,19.61,1234,good
3.888684,0.58,-1.52,13.11,0.14,0.01,-0.08,0.01,0.91,19.61,1234,good
3.8946671,0.23,-0.89,10.34,0.12,0,-0.06,-0.08,0.89,20,1149.5,good
3.8946671,-0.61,0.63,11.39,0.18,-0.14,0.01,0.02,0.76,20,1055,good
3.8946671,0.03,-1.26,9.92,0.04,0.23,0.13,0.05,1.12,20.39,1055,good
3.8946671,-0.36,-0.02,8.99,0.05,0.08,0.03,0.14,0.97,20.78,988,good
3.8946671,1.52,1.1,9.74,0.03,-0.09,0.11,0.06,0.8,21.18,988,good
3.8946671,0.26,0.41,11.05,0.04,-0.09,0.11,0.06,0.8,20.78,1019.5,good
3.8946671,0.62,0.37,10.44,0.05,0.05,0.11,0.02,0.95,20.78,1019.5,good
3.8946671,0.48,-0.17,9.42,0.05,-0.03,0.09,0.06,0.86,21.18,878,good
3.8946671,1.32,0.11,9.44,0.01,-0.01,0.1,0.02,0.89,21.18,885.5,good
3.8772366,0.99,0.64,10.35,0.04,-0.06,0.1,0.1,0.83,21.18,885.5,good
3.8772366,1.6,1.02,9.92,0.04,-0.02,0.1,0.09,0.87,21.96,822.5,good
3.8772366,1.38,0.63,8.3,0.09,0.06,0.2,0.06,0.94,22.35,822.5,good
3.8772366,1.42,0.48,9.89,0.03,0.06,0.2,0.06,0.94,22.75,791.5,good
3.8772366,1.71,-0.31,8.1,-0.01,-0.09,0.17,0.05,0.8,23.53,791.5,good
3.8772366,0.24,1.69,9.6,-0.01,-0.01,0.07,0.19,0.87,23.92,782.5,good
3.8772366,2.75,-2.14,11.44,0.21,0.24,0.41,0.15,1.06,24.31,782.5,good
